stock,name,ticker,country,base_quarter,forecast_quarter,current_weight,predicted_change_%,predicted_weight,actual_weight,model,error,naive_error,low,high
02255|CHN,Haichang Ocean Park Holdings Ltd,02255,CHN,Dec-22,Dec-23,0.0134522728418087,0.0,0.014161605878132267,0.0,naive (no feature history),0.014161605878132267,0.0134522728418087,0.009096742905107586,0.02496907286319453
CNE100002XM8,Will Semiconductor Co Ltd Shanghai Class A,603501,CHN,Dec-22,Dec-23,0.013412116803474943,-12.077496973148842,0.01241407048115948,0.01782917797602151,ridge_a0.1,-0.005415107494862029,-0.0044170611725465655,0.0070498743344064125,0.02135876268782129
CNE1000052S3,Ningbo Deye Technology Co Ltd Class A,605117,CHN,Dec-22,Dec-23,0.013402077793891505,0.0,0.014108764065154161,0.005921796143496709,naive (no feature history),0.008186967921657452,0.007480281650394795,0.008909496577315308,0.02507173249166504
CNE100000510,Shanghai Fudan Microelectronics Group Co Ltd Class H,01385,CHN,Dec-22,Dec-23,0.013291648688473672,0.0,0.013992512076602329,0.0,naive (no feature history),0.013992512076602329,0.013291648688473672,0.008580207628798183,0.023702924332287365
PLCFRPT00013,Cyfrowy Polsat SA,CPS,POL,Dec-22,Dec-23,0.013271570669306794,-10.210167562244795,0.012544874517281849,0.010652854103740936,ridge_a0.1,0.0018920204135409128,0.002618716565565858,0.007262638508707417,0.02136455732965087
CNE100001DJ8,Zhejiang Jingsheng Mechanical and Electrical Co Ltd Class A,300316,CHN,Dec-22,Dec-23,0.012980439391387053,-9.485037337972145,0.012368772648436497,0.009504642284176046,ridge_a0.1,0.002864130364260451,0.0034757971072110067,0.007178659139881762,0.02236821353749412
CNE100001RG4,GUANGZHOU TINCI MATERIALS TECHNOLOGY CO LTD Class A,002709,CHN,Dec-22,Dec-23,0.012950322362636733,-13.183361831018331,0.01183587527838401,0.007420850463484206,ridge_a0.1,0.004415024814899803,0.005529471899152527,0.006875336253069856,0.021127999792366278
CNE000000WV6,Yankuang Energy Group Co Ltd Class A,600188,CHN,Dec-22,Dec-23,0.012950322362636733,0.0,0.01363318774835121,0.01119506524075769,naive (no feature history),0.00243812250759352,0.001755257121879043,0.007856162247282516,0.023944151993701115
CNE100003LF5,Ningxia Baofeng Energy Group Co Ltd Class A,600989,CHN,Dec-22,Dec-23,0.012699347123050752,-11.400135188847946,0.011844897040177903,0.01699991388411353,ridge_a0.1,-0.005155016843935628,-0.004300566761062779,0.006724023773898685,0.020269892504837773
CNE1000000D4,Weichai Power Co Ltd Class A,000338,CHN,Dec-22,Dec-23,0.012649152075133556,-11.827640940107738,0.011741152014348602,0.01503306956356256,ridge_a0.1,-0.003291917549213959,-0.002383917488429005,0.006788664519269092,0.02100738093094426
